request_started_at,first_raw_event_ms,first_nonempty_text_ms,first_20_text_chars_ms,total_ms,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,retries,error,raw_events,response_chars,response_text,tool_calls,request_id,response_model,requested_service_tier,response_service_tier,azure_region,arm,provider,requested_model,azure_deployment,block_number,block_sequence,sequence_number,workload,workload_hash,request_shape_sha256,message_count,tool_count
2026-08-28T12:45:27.650147+00:00,1180.0552109998534,1542.3298189998604,1545.0141339970287,1560.477090999484,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFUgSLbR5GyTxMJoewCGO5njWTB,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,2,5,15,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:29.210796+00:00,1504.6738770033699,1834.7856270011107,1837.1604600033606,1856.8599380014348,10031,10028,3,35,0,null,35,111,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno. Dostupnosť vám rada overím priamo tu cez telefón.",[],chatcmpl-EHqFVYgb1rVuULVbRbtnZqph9SE22,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,2,6,16,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:31.067890+00:00,1076.3998449983774,1395.7538069989823,1399.2703849980899,1420.0919739996607,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFXCSe8meAh9WtwTNksTB62MZny,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,2,7,17,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:32.488353+00:00,1452.776730999176,1792.9425330003141,1795.8466880008928,1809.1396329982672,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFYcbYdmHwEBhSTpEQO3c8tT0Rd,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,2,8,18,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:34.297644+00:00,1085.6610849987192,1724.4791929988423,1726.950273001421,1740.8576449997781,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFaShtroJJIvDW4j9YDaXLfjbdH,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,2,9,19,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:36.038667+00:00,1213.1105180014856,1226.4600839989726,1228.4913750008855,1234.7910550015513,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqFca1X9ZKc4ZAFmD0J4FWATSRH4,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,2,10,20,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:37.273601+00:00,3292.5885830009065,3293.1028269995295,3296.061959998042,3835.3959070009296,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFfG7rYbbiWVhGOBKvLQT2vNkrQ,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,1,11,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:41.109142+00:00,1879.329848998168,1880.2746939982171,1893.233380997117,2248.1480589995044,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFiKsim0woXR1SyzM4jqCLQEvRj,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,2,12,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:43.357567+00:00,1328.4021159997792,1329.909329997463,1375.8947669994086,1570.3109679998306,10031,10028,3,23,0,null,23,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqFkC3jETRXIT1vsGojngxac4LvD,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,3,13,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:44.927978+00:00,1065.2927209994232,1069.3077759970038,1108.5835300000326,1441.6746289971343,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín ubytovania a vaše meno. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFlLakeE3Z0TvXB5IvfRrF1kiAV,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,4,14,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:46.369867+00:00,1903.4307350011659,1904.4227230006072,1932.0192109989875,2398.447791001672,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFnnbhyQSy7yNlhdb7XjOMjhFCR,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,5,15,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:48.768403+00:00,2110.7180879989755,2112.2297510009957,2116.967597998155,2616.4798569989216,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFqiYcu6iX6Gw41CyXwOoOaSei2,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,6,16,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:51.384992+00:00,2121.8915850004123,2123.2378570020956,2164.2803809991165,2516.257053001027,10031,10028,3,35,0,null,35,102,"Potrebujem typ izby, termín ubytovania a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFsbn8oPjUSFPuJaqY8g3VpVU2b,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,7,17,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:53.901436+00:00,1177.7468059990497,1178.4512660015025,1180.5145200014522,1489.134704999742,10031,10028,3,35,0,null,35,108,"Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFuwY7AOB2Am9AgD1iq4e9iDYC0,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,8,18,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:55.390932+00:00,1126.102081998397,1130.1966719984193,1168.3523879983113,1774.0594579991011,10031,10028,3,35,0,null,35,102,"Potrebujem typ izby, termín ubytovania a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqFwT8pVkuhFKvbs0DNNWI66hsOw,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,9,19,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:45:57.165209+00:00,3941.2759660008305,3941.8307000014465,3958.971145999385,4318.142488002195,10031,10028,3,34,0,null,34,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqG0fXKpB4ivQhc4yG6t1YZLJHlU,gpt-5.6-terra,default,default,,B,openai,gpt-5.6-terra,,2,10,20,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:01.483587+00:00,1419.672031999653,1778.385531000822,1783.343885999784,1805.6942530020024,10031,10028,3,39,0,null,39,105,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu, vaše meno a telefónne číslo.",[],chatcmpl-EHqG1SSDNYZxMDIxzRQr3c4W6mT2z,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,1,11,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:03.289437+00:00,1520.8093040018866,1917.6142240030458,1921.1930890014628,1931.1378540005535,10031,10028,3,31,0,null,31,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqG3SNz4DlKWgv0wwzU4uj9vgK1M,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,2,12,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:05.220741+00:00,1329.8776510018797,1510.5249410007673,1513.1858679997094,1518.5381430019333,10031,10028,3,29,0,null,29,75,"Dobrý deň. Potrebujem typ izby, termín pobytu a vaše meno alebo priezvisko.",[],chatcmpl-EHqG5G1GG9H45puyrhiWpjgW3k6Gm,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,3,13,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:06.739407+00:00,1321.6432369990798,1847.479028001544,1851.8598310001835,1866.8252839997876,10031,10028,3,29,0,null,29,75,"Dobrý deň. Potrebujem typ izby, termín pobytu a vaše meno alebo priezvisko.",[],chatcmpl-EHqG7wnwzY80Gsn6Sl07YJNzmsQjP,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,4,14,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:08.606404+00:00,1926.2625909977942,1937.595686998975,1939.94336799733,1947.5006669999857,10031,10028,3,31,0,null,31,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqG9coQY9sDmnkOKskxX36VIwcUy,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,5,15,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:10.554061+00:00,1296.0415480010852,1821.1272629996529,1826.0224900004687,1842.9527519983822,10031,10028,3,31,0,null,31,89,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno alebo priezvisko.",[],chatcmpl-EHqGAHEmBsEV4AeFaqnoYAaL3zT00,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,6,16,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:12.397331+00:00,1710.0809069997922,1869.9478359994828,1870.9333469996636,1876.4847629972792,10031,10028,3,38,0,null,38,107,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu, vaše meno a telefónne číslo, z ktorého voláte.",[],chatcmpl-EHqGCmvCF0bC3vHy2N7WyAZD4d01I,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,7,17,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:14.273943+00:00,1333.0554549975204,1686.4540360002138,1693.862027997966,1731.6142989984655,10031,10028,3,39,0,null,39,100,"Dobrý deň, potrebujem typ izby, dátum príchodu, dátum odchodu, počet izieb a vaše meno a priezvisko.",[],chatcmpl-EHqGEfwYLQHI7qTSY6SyWCEgiINCe,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,8,18,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:16.005787+00:00,1890.8810579996498,2003.5473550015013,2004.391709000629,2015.9158940005,10031,10028,3,48,0,null,48,131,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu a odchodu, vaše meno a priezvisko a telefónne číslo, z ktorého voláte.",[],chatcmpl-EHqGGYLFsAarkJSNojnp1MQPRYAr3,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,9,19,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:18.021865+00:00,1386.4146800005983,1828.6248780023016,1831.3078850005695,1844.8500620033883,10031,10028,3,31,0,null,31,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqGIQD9Faf097e1vt6jMUwDH3FxO,gpt-5.6-luna-2026-07-09,default,default,Poland Central,C,azure,gpt-5.6-luna,gpt-5.6-luna,2,10,20,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:19.866869+00:00,3788.257625001279,3788.4667300022556,3841.5816740016453,4138.106717000483,10031,10028,3,30,0,null,30,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqGNGKZBtz16X0r75j9RKexKP48o,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,1,11,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:24.005098+00:00,3760.9326809979393,3762.008538000373,3816.765037998266,4083.5711949985125,10031,10028,3,37,0,null,37,101,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu a vaše meno a priezvisko.",[],chatcmpl-EHqGRyqxGw05vxnJCRDuQf54eQcqC,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,2,12,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:28.088822+00:00,3949.1287910022947,3950.1446950016543,3953.667748002772,3979.4686480017845,10031,10028,3,30,0,null,30,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqGVdCy9FW09o2xmB71mcPVfzTgr,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,3,13,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:32.068431+00:00,3743.2300119980937,3744.1764809991582,3775.3919409988157,4032.475040999998,10031,10028,3,37,0,null,37,107,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu, vaše meno a telefónne číslo, z ktorého voláte.",[],chatcmpl-EHqGZDDZz7uEkbD1rptw4zeGCBBJr,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,4,14,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:36.101030+00:00,3659.3897530001414,3668.937365000602,3722.0843979994243,3929.69180900036,10031,10028,3,30,0,null,30,85,"Dobrý deň. Na rezerváciu potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqGdwvDTUiEtxba9ls68MTm20qjj,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,5,15,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:40.030850+00:00,3697.997077000764,3698.3670109984814,3704.181543998857,4043.016184001317,10031,10028,3,37,0,null,37,101,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu a vaše meno a priezvisko.",[],chatcmpl-EHqGhug2g20bXPCQlCWfckA8vkKrJ,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,6,16,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:44.074132+00:00,4143.213612998807,4144.068314999458,4148.617514001671,4366.111524999724,10031,10028,3,28,0,null,28,71,"Dobrý deň. Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqGlYaFRVcNXFCVFYB4tkCUsZ3fs,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,7,17,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:48.440365+00:00,4077.2731859979103,4077.54755499991,4078.4955359995365,4084.2027129983762,10031,10028,3,26,0,null,26,78,"Na rezerváciu potrebujem typ izby, termín ubytovania a vaše meno a priezvisko.",[],chatcmpl-EHqGpjvDNy33nba2wxaIjIYxp5Rzi,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,8,18,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:52.524640+00:00,3985.175778001576,3985.50318100024,3986.702640002477,4095.0330720006605,10031,10028,3,49,0,null,49,136,"Dobrý deň. Na rezerváciu potrebujem typ izby, dátum príchodu, dátum odchodu, vaše meno a priezvisko a telefónne číslo, z ktorého voláte.",[],chatcmpl-EHqGtq7sbTb2YP2tl8auskxNqUpbU,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,9,19,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:46:56.619771+00:00,3635.975559001963,3639.8921059990244,3661.8401300002006,3947.7780150009494,10031,10028,3,41,0,null,41,125,"Na rezerváciu potrebujem typ izby, termín ubytovania a vaše meno a priezvisko. Rezerváciu viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqGylslwBf4PSkQXxrUCd0FxYmtB,gpt-5.6-luna,default,default,,D,openai,gpt-5.6-luna,,2,10,20,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:00.567749+00:00,1678.134797999519,1679.376202999265,1683.5094329981075,1692.8365529965959,10031,10028,3,24,0,null,24,61,"Potrebujem typ izby, termín pobytu, počet izieb a meno hosťa.",[],chatcmpl-EHqGzkJmslJzktphTqAv5x4z30srA,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,1,21,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:02.260823+00:00,1432.5896129994362,1827.1321220017853,1831.9071240002813,1846.0762489994522,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqH0Xsnpm3FbuGPYcRfJghthzuIA,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,2,22,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:04.107211+00:00,1106.8458760018984,1261.2945330001821,1263.6568910020287,1269.716924001841,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqH21oRqDqGbDyaqUxZv6Q2OZ75T,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,3,23,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:05.377103+00:00,1270.8441379982105,1281.988488000934,1282.9268429995864,1286.7045899984078,10031,10028,3,23,0,null,23,60,"Potrebujem typ izby, termín pobytu, počet izieb a vaše meno.",[],chatcmpl-EHqH34IeLkR7rpG676ktmFgnmbpA3,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,4,24,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:06.663950+00:00,1017.5438929982192,1417.4467060001916,1419.770382999559,1434.4389179968857,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqH5ut7BQ7xdJR0BTnc3uuhddm5E,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,5,25,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:08.098685+00:00,1532.0288479997544,2138.1079470011173,2141.7638689999876,2157.4709660017106,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqH6s3CcgGrVcILMjLPbn02wQ4NE,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,6,26,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:10.256357+00:00,1308.9327960005903,1340.108615000645,1346.8298879997747,1360.7112239988055,10031,10028,3,36,0,null,36,102,"Potrebujem typ izby, termín ubytovania a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqH87ktqjZtzVJL4qe99cY8UJC8i,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,7,27,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:11.617322+00:00,1585.7887399979518,1639.0323749983509,1643.7940639989392,1658.7813159967482,10031,10028,3,35,0,null,35,98,"Potrebujem typ izby, termín pobytu a vaše meno. Rezerváciu vám viem vybaviť priamo tu cez telefón.",[],chatcmpl-EHqHA7GJJEwZN0lWYMhcoQmHif8hC,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,8,28,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:47:13.276278+00:00,1395.2569489993039,1768.795312000293,1773.7912490010785,1783.419044000766,10031,10028,3,24,0,null,24,60,"Potrebujem typ izby, termín pobytu a vaše meno a priezvisko.",[],chatcmpl-EHqHBKcAaGQWRxdSqyHc3TDU0xFqd,gpt-5.6-terra-2026-07-09,default,default,Poland Central,A,azure,gpt-5.6-terra,gpt-5.6-terra,3,9,29,warm,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
